n,k,d
2.16711,-0.0258394,0.0005
2.01167,-0.0254205,0.0005
2.75669,-0.0572414,0.0005
2.03083,-0.00906288,0.0005
2.01636,-0.0954511,0.0005
2.24509,-0.0416148,0.0005
2.90665,-0.065686,0.0005
2.23014,-0.0860004,0.0005
2.25897,-0.0404531,0.0005
2.43026,-0.0155834,0.0005
2.75804,-0.0415606,0.0005
2.14234,-0.0355999,0.0005
2.92045,-0.0798703,0.0005
2.91857,-0.0402555,0.0005
2.05038,-0.0959882,0.0005
2.92695,-0.0502337,0.0005
2.59517,-0.0413302,0.0005
2.57761,-0.0394745,0.0005
2.47395,-0.0254466,0.0005
2.30614,-0.02262,0.0005
2.75518,-0.0774455,0.0005
2.88087,-0.0825784,0.0005
2.00925,-0.0572618,0.0005
2.81311,-0.0125228,0.0005
2.31536,-0.0466089,0.0005
2.12697,-0.00588693,0.0005
2.3494,-0.0837148,0.0005
2.10429,-0.0107604,0.0005
2.10597,-0.0934062,0.0005
2.61516,-0.0509129,0.0005
2.44839,-0.0767324,0.0005
2.26634,-0.0625329,0.0005
2.29113,-0.0475588,0.0005
2.67672,-0.0942853,0.0005
2.05846,-0.0532856,0.0005
2.63142,-0.0858954,0.0005
2.68845,-0.0287107,0.0005
2.76842,-0.0760747,0.0005
2.19568,-0.0821875,0.0005
2.81412,-0.0575127,0.0005
2.17418,-0.0990313,0.0005
2.04055,-0.0949949,0.0005
2.32103,-0.0375859,0.0005
2.62087,-0.0171067,0.0005
2.48717,-0.0532908,0.0005
2.31517,-0.0317364,0.0005
2.98283,-0.0961367,0.0005
2.3261,-0.0540731,0.0005
2.2378,-0.0737861,0.0005
2.60483,-0.000740983,0.0005
2.98934,-0.00265268,0.0005
2.933,-0.010949,0.0005
2.9045,-0.0621878,0.0005
2.14906,-0.0553068,0.0005
2.37698,-0.07597,0.0005
2.05897,-0.0404597,0.0005
2.88699,-0.0615724,0.0005
2.55453,-0.095957,0.0005
2.77337,-0.020837,0.0005
2.14723,-0.00452236,0.0005
2.21274,-0.0351582,0.0005
2.92668,-0.00449364,0.0005
2.54366,-0.0455388,0.0005
2.29351,-0.0376277,0.0005
2.48219,-0.0471728,0.0005
2.58254,-0.0752858,0.0005
2.59158,-0.012904,0.0005
2.03881,-0.0222672,0.0005
2.47536,-0.032262,0.0005
2.50753,-0.0831572,0.0005
2.56341,-0.0833768,0.0005
2.98616,-0.0140734,0.0005
2.88253,-0.0698435,0.0005
2.27873,-0.0188085,0.0005
2.43743,-5.6691e-05,0.0005
2.22707,-0.0764177,0.0005
2.27384,-0.0117703,0.0005
2.43319,-0.0191261,0.0005
2.54068,-0.019869,0.0005
2.08211,-0.042042,0.0005
2.30209,-0.0155388,0.0005
2.75533,-0.0979881,0.0005
2.84961,-0.0637773,0.0005
2.1054,-0.0716515,0.0005
2.47159,-0.0793443,0.0005
2.07444,-0.0871262,0.0005
2.6513,-0.00447047,0.0005
2.3818,-0.049977,0.0005
2.8685,-0.0896251,0.0005
2.32795,-0.0222085,0.0005
2.25713,-0.0255489,0.0005
2.32148,-0.00522031,0.0005
2.5951,-0.013515,0.0005
2.2199,-0.0796705,0.0005
2.00752,-0.0458854,0.0005
2.93852,-0.0433494,0.0005
2.43279,-0.094606,0.0005
2.18791,-0.00952302,0.0005
2.25814,-0.0591899,0.0005
2.57618,-0.0534001,0.0005
2.2859,-0.0198533,0.0005
2.81401,-0.0994358,0.0005
2.52226,-0.0835621,0.0005
2.77458,-0.0736708,0.0005
2.04884,-0.0313619,0.0005
2.67165,-0.0296694,0.0005
2.02751,-0.0146724,0.0005
2.89192,-0.0205442,0.0005
2.17504,-0.0240235,0.0005
2.27493,-0.068908,0.0005
2.36744,-0.00466895,0.0005
2.19345,-0.00421819,0.0005
2.88734,-0.0688012,0.0005
2.25339,-0.0282237,0.0005
2.11175,-0.00064832,0.0005
2.2224,-0.0974126,0.0005
2.09489,-0.0867789,0.0005
2.49672,-0.0274989,0.0005
2.00944,-0.0541368,0.0005
2.27281,-0.0873221,0.0005
2.42139,-0.099751,0.0005
2.51262,-0.0974835,0.0005
2.50445,-0.00527303,0.0005
2.39009,-0.0306224,0.0005
2.8955,-0.0621885,0.0005
2.42513,-0.0554031,0.0005
2.79452,-0.0572247,0.0005
2.4953,-0.0365244,0.0005
2.7235,-0.0306314,0.0005
2.29216,-0.0133715,0.0005
2.39266,-0.0518114,0.0005
2.97655,-0.0628489,0.0005
2.02078,-0.0863419,0.0005
2.86087,-0.0676695,0.0005
2.55336,-0.0925998,0.0005
2.44097,-0.00978185,0.0005
2.84323,-0.0925834,0.0005
2.85075,-0.004696,0.0005
2.94716,-0.0571121,0.0005
2.36619,-0.0144442,0.0005
2.18049,-0.0643273,0.0005
2.85385,-0.0797564,0.0005
2.9145,-0.00280995,0.0005
2.448,-0.080706,0.0005
2.88701,-0.094112,0.0005
2.27963,-0.0440857,0.0005
2.64456,-0.0689774,0.0005
2.91229,-0.0920901,0.0005
2.67102,-0.0783333,0.0005
2.07728,-0.039001,0.0005
2.30513,-0.0914944,0.0005
2.09092,-0.0527192,0.0005
2.18605,-0.0959513,0.0005
2.28401,-0.0928775,0.0005
2.35638,-0.00672437,0.0005
2.64678,-0.0849873,0.0005
2.9658,-0.0341897,0.0005
2.51577,-0.0933493,0.0005
2.49336,-0.0417119,0.0005
2.38591,-0.0662311,0.0005
2.63161,-0.0436761,0.0005
2.52696,-0.0398504,0.0005
2.9531,-0.0411456,0.0005
2.56564,-0.0930405,0.0005
2.48503,-0.0673817,0.0005
2.57637,-0.0206231,0.0005
2.37531,-0.0779084,0.0005
2.46329,-0.0553469,0.0005
2.60177,-0.0318888,0.0005
2.19813,-0.0939756,0.0005
2.06419,-0.00424561,0.0005
2.15012,-0.073754,0.0005
2.56399,-0.0556041,0.0005
2.09752,-0.0520071,0.0005
2.94535,-0.0896239,0.0005
2.00808,-0.0275023,0.0005
2.95151,-0.0743015,0.0005
2.38412,-0.0652703,0.0005
2.63827,-0.0347621,0.0005
2.06614,-0.099783,0.0005
2.01395,-0.08863,0.0005
2.27854,-0.0631379,0.0005
2.04118,-0.0242549,0.0005
2.77496,-0.0875988,0.0005
2.85164,-0.0918336,0.0005
2.09322,-0.0301495,0.0005
2.7609,-0.0503463,0.0005
2.09683,-0.000524292,0.0005
2.86702,-0.00528555,0.0005
2.41206,-0.053267,0.0005
2.45231,-0.0563754,0.0005
2.95073,-0.0464894,0.0005
2.76436,-0.055675,0.0005
2.87429,-0.086948,0.0005
2.73173,-0.0846049,0.0005
2.40415,-0.0608334,0.0005
2.807,-0.0259853,0.0005
2.24611,-0.0299272,0.0005
2.298,-0.063611,0.0005
2.41269,-0.0834063,0.0005
2.6938,-0.0797931,0.0005
2.26088,-0.0306974,0.0005
2.83427,-0.0582551,0.0005
2.11362,-0.0781006,0.0005
2.64295,-0.087601,0.0005
2.61805,-0.0604281,0.0005
2.1264,-0.0413987,0.0005
2.6035,-0.0106313,0.0005
2.63241,-0.0874127,0.0005
2.3557,-0.0420372,0.0005
2.82392,-0.00927199,0.0005
2.60634,-0.0873773,0.0005
2.26737,-0.0471483,0.0005
2.44569,-0.0677478,0.0005
2.4182,-0.0720305,0.0005
2.41933,-0.0791224,0.0005
2.13627,-0.0662024,0.0005
2.61737,-0.0531694,0.0005
2.93069,-0.0986089,0.0005
2.49915,-0.0685627,0.0005
2.42407,-0.0539927,0.0005
2.28866,-0.0984917,0.0005
2.79006,-0.0981722,0.0005
2.9331,-0.00575885,0.0005
2.2685,-0.00647883,0.0005
2.40567,-0.0261524,0.0005
2.74181,-0.0813065,0.0005
2.11235,-0.00173388,0.0005
2.12828,-0.0456228,0.0005
2.58459,-0.0758246,0.0005
2.56595,-0.0752195,0.0005
2.27689,-0.0237897,0.0005
2.78043,-0.0211691,0.0005
2.10474,-0.099805,0.0005
2.71118,-0.0275116,0.0005
2.07278,-0.0698374,0.0005
2.54899,-0.0657543,0.0005
2.29889,-0.0403399,0.0005
2.08327,-0.0244278,0.0005
2.01065,-0.0568499,0.0005
2.94642,-0.0882715,0.0005
2.76143,-0.00813972,0.0005
2.14408,-0.0516957,0.0005
2.39881,-0.0312973,0.0005
2.38325,-0.072043,0.0005
2.39569,-0.0590886,0.0005
2.0903,-0.00756899,0.0005
2.16483,-0.0144648,0.0005
2.52588,-0.0198541,0.0005
2.76672,-0.0164831,0.0005
2.65867,-0.0352519,0.0005
2.98579,-0.0722699,0.0005
2.06336,-0.0453253,0.0005
2.22781,-0.0411235,0.0005
2.21748,-0.0644962,0.0005
2.00177,-0.0573858,0.0005
2.45948,-0.0603731,0.0005
2.86398,-0.0650288,0.0005
2.85224,-0.0916559,0.0005
2.39138,-0.0705447,0.0005
2.17397,-0.0919765,0.0005
2.08468,-0.0987604,0.0005
2.87182,-0.0522274,0.0005
2.15178,-0.0626148,0.0005
2.55746,-0.0824021,0.0005
2.70474,-0.0617726,0.0005
2.58863,-0.0118563,0.0005
2.55782,-0.0687384,0.0005
2.26721,-0.078568,0.0005
2.34397,-0.0584139,0.0005
2.17805,-0.0572979,0.0005
2.84763,-0.053001,0.0005
2.02652,-0.0871494,0.0005
2.74908,-0.0182922,0.0005
2.15611,-0.0488315,0.0005
2.21681,-0.00493976,0.0005
2.29663,-0.0525131,0.0005
2.38848,-0.0517905,0.0005
2.10063,-0.0637558,0.0005
2.97361,-0.0856461,0.0005
2.48719,-0.043873,0.0005
2.89665,-0.0912433,0.0005
2.96172,-0.0765135,0.0005
2.51117,-0.0350972,0.0005
2.83892,-0.0921496,0.0005
2.31101,-0.0786974,0.0005
2.04071,-0.0211053,0.0005
2.57154,-0.00129205,0.0005
2.87449,-0.0227178,0.0005
2.15609,-0.0471569,0.0005
2.09433,-0.0398483,0.0005
2.98113,-0.0876592,0.0005
2.35645,-0.0639501,0.0005
2.00629,-0.0407367,0.0005
2.85753,-0.00592569,0.0005
2.51551,-0.0886577,0.0005
2.92115,-0.036413,0.0005
2.97034,-0.0617862,0.0005
2.70309,-0.0246142,0.0005
2.54152,-0.084393,0.0005
2.6356,-0.0490458,0.0005
2.19844,-0.0969597,0.0005
2.04031,-0.0649606,0.0005
2.47369,-0.0572944,0.0005
2.28319,-0.0365487,0.0005
2.524,-0.0261929,0.0005
2.90332,-0.0811802,0.0005
2.77789,-0.0660104,0.0005
2.03442,-0.0683081,0.0005
2.65759,-0.0581656,0.0005
2.82458,-0.000587211,0.0005
2.03171,-0.017331,0.0005
2.45208,-0.0104376,0.0005
2.50926,-0.0169136,0.0005
2.44906,-0.0981713,0.0005
2.71248,-0.0926424,0.0005
2.09533,-0.081375,0.0005
2.94227,-0.0165244,0.0005
2.44633,-0.0916146,0.0005
2.54044,-0.0436058,0.0005
2.50039,-0.0638816,0.0005
2.23595,-0.0713917,0.0005
2.72463,-0.0113387,0.0005
2.93762,-0.0907049,0.0005
2.63198,-0.0980311,0.0005
2.12965,-0.0822343,0.0005
2.7771,-0.0638622,0.0005
2.7861,-0.0267465,0.0005
2.02744,-0.0206184,0.0005
2.61248,-0.0033608,0.0005
2.8076,-0.0301568,0.0005
2.10113,-0.0571028,0.0005
2.91989,-0.0304279,0.0005
2.67525,-0.00879302,0.0005
2.17772,-0.0182631,0.0005
2.4695,-0.0526623,0.0005
2.19918,-0.0538978,0.0005
2.23331,-0.0639884,0.0005
2.8451,-0.0823614,0.0005
2.77605,-0.0488429,0.0005
2.1334,-0.0518341,0.0005
2.2876,-0.0280629,0.0005
2.71912,-0.0553678,0.0005
2.79399,-0.0936669,0.0005
2.03004,-0.00126316,0.0005
2.06866,-0.0146719,0.0005
2.09363,-0.042077,0.0005
2.23474,-0.0931759,0.0005
2.78885,-0.0941167,0.0005
2.47332,-0.0408062,0.0005
2.79291,-0.0099814,0.0005
2.32673,-0.0773862,0.0005
2.59559,-0.0205956,0.0005
2.56372,-0.0931376,0.0005
2.97715,-0.0831101,0.0005
2.80328,-0.0940249,0.0005
2.4701,-0.0508564,0.0005
2.94305,-0.0218057,0.0005
2.33007,-0.0430866,0.0005
2.01248,-0.0500215,0.0005
2.47428,-0.0424202,0.0005
2.59279,-0.0610709,0.0005
2.53442,-0.000248931,0.0005
2.37987,-0.0924775,0.0005
2.75801,-0.0464405,0.0005
2.55444,-0.0423367,0.0005
2.32636,-0.0272836,0.0005
2.98029,-0.0732653,0.0005
2.30883,-0.0625245,0.0005
2.46803,-0.00535605,0.0005
2.55429,-0.0310344,0.0005
2.47185,-0.0231148,0.0005
2.70476,-0.056568,0.0005
2.64674,-0.069964,0.0005
2.72701,-0.0506676,0.0005
2.85682,-0.0138112,0.0005
2.9819,-0.0317299,0.0005
2.99006,-0.000781272,0.0005
2.45297,-0.0994899,0.0005
2.92652,-0.0389911,0.0005
2.63261,-0.029345,0.0005
2.46809,-0.0450957,0.0005
2.35244,-0.00487819,0.0005
2.9914,-0.042122,0.0005
2.54336,-0.000157074,0.0005
2.84336,-0.0360644,0.0005
2.87404,-0.0293551,0.0005
2.91552,-0.0167926,0.0005
2.49101,-0.0378802,0.0005
2.4318,-0.0682374,0.0005
2.24303,-0.0574424,0.0005
2.97906,-0.0953156,0.0005
2.0204,-0.0854606,0.0005
2.91306,-0.0620296,0.0005
2.49297,-0.00930402,0.0005
2.51388,-0.0363146,0.0005
2.09688,-0.0160808,0.0005
2.12531,-0.0286076,0.0005
2.56796,-0.093247,0.0005
2.53744,-0.0512854,0.0005
2.96021,-0.0298466,0.0005
2.87274,-0.0286288,0.0005
2.94005,-0.0103112,0.0005
2.86842,-0.0959101,0.0005
2.73794,-0.00761257,0.0005
2.40217,-0.0313949,0.0005
2.31402,-0.0583673,0.0005
2.57812,-0.00198073,0.0005
2.81567,-0.0373517,0.0005
2.35994,-0.0557175,0.0005
2.87649,-0.0373098,0.0005
2.90757,-0.0762897,0.0005
2.97005,-0.00804325,0.0005
2.89439,-0.0695508,0.0005
2.21656,-0.0468816,0.0005
2.98132,-0.0758323,0.0005
2.94532,-0.0322437,0.0005
2.29753,-0.0363566,0.0005
2.32946,-0.0233154,0.0005
2.55172,-0.0583997,0.0005
2.84266,-0.0607263,0.0005
2.23911,-0.0338735,0.0005
2.12812,-0.0144805,0.0005
2.76388,-0.0856401,0.0005
2.26122,-0.0828227,0.0005
2.60617,-0.0663831,0.0005
2.49779,-0.0791051,0.0005
2.09363,-0.0013793,0.0005
2.25102,-0.0219195,0.0005
2.21616,-0.0424978,0.0005
2.83261,-0.0922908,0.0005
2.99441,-0.0731324,0.0005
2.58998,-0.0809319,0.0005
2.91255,-0.0179729,0.0005
2.11855,-0.0538987,0.0005
2.02614,-0.0821774,0.0005
2.87842,-0.0857722,0.0005
2.44188,-0.0844752,0.0005
2.70649,-0.0325281,0.0005
2.53203,-0.0975988,0.0005
2.4858,-0.0176813,0.0005
2.16814,-0.0925754,0.0005
2.05949,-0.0548225,0.0005
2.4889,-0.0409485,0.0005
2.19366,-0.0545536,0.0005
2.02303,-0.095899,0.0005
2.84552,-0.0360822,0.0005
2.02544,-0.0161673,0.0005
2.94117,-0.0337395,0.0005
2.66745,-0.00203194,0.0005
2.09862,-0.0401568,0.0005
2.69885,-0.04802,0.0005
2.72871,-0.0522299,0.0005
2.8182,-0.0459039,0.0005
2.50274,-0.015227,0.0005
2.20935,-0.0159175,0.0005
2.83303,-0.0128595,0.0005
2.2705,-0.0852336,0.0005
2.081,-0.0439285,0.0005
2.99315,-0.0238421,0.0005
2.11223,-0.0478054,0.0005
2.31137,-0.0562781,0.0005
2.74438,-0.019887,0.0005
2.56671,-0.0927388,0.0005
2.60923,-0.0299814,0.0005
2.1421,-0.0538748,0.0005
2.75296,-0.0358545,0.0005
2.24787,-0.0275887,0.0005
2.94905,-0.0984853,0.0005
2.7481,-0.0957423,0.0005
2.89951,-0.0235551,0.0005
2.23181,-0.0803574,0.0005
2.97891,-0.00785577,0.0005
2.54555,-0.0474653,0.0005
2.67981,-0.0385578,0.0005
2.42575,-0.00383267,0.0005
2.8785,-0.0323914,0.0005
2.90012,-0.0135069,0.0005
2.79874,-0.0694341,0.0005
2.17297,-0.0173723,0.0005
2.901,-0.097947,0.0005
2.26597,-0.0887469,0.0005
2.7794,-0.000462532,0.0005
2.88048,-0.0381471,0.0005
2.37589,-0.0768478,0.0005
2.78256,-0.0632789,0.0005
2.25184,-0.0833903,0.0005
2.23146,-0.0636658,0.0005
2.5416,-0.0229333,0.0005
2.52708,-0.0381151,0.0005
2.27067,-0.0961151,0.0005
2.78828,-0.0272595,0.0005
2.83504,-0.00884346,0.0005
2.80326,-0.0857186,0.0005
2.20692,-0.0477916,0.0005
2.66362,-0.057484,0.0005
2.87757,-0.0971736,0.0005
2.32398,-0.0906453,0.0005
2.43721,-0.0877945,0.0005
2.14024,-0.00859217,0.0005
2.10102,-0.0885802,0.0005
2.90152,-0.0474989,0.0005
2.85963,-0.067285,0.0005
2.61225,-0.0988148,0.0005
2.20991,-0.00872418,0.0005
2.77443,-0.00550032,0.0005
2.32059,-0.0727037,0.0005
2.34966,-0.0182894,0.0005
2.39289,-0.0620383,0.0005
2.29102,-0.0651283,0.0005
2.93301,-0.0236409,0.0005
2.72737,-0.0675625,0.0005
2.00286,-0.0231289,0.0005
2.67905,-0.0542115,0.0005
2.5784,-0.0476987,0.0005
2.15188,-0.0201199,0.0005
2.77712,-0.0415738,0.0005
2.70299,-0.0861549,0.0005
2.7679,-0.0337685,0.0005
2.664,-0.0264177,0.0005
2.06348,-0.0372217,0.0005
2.01139,-0.0749821,0.0005
2.24897,-0.0237868,0.0005
2.31059,-0.0258992,0.0005
2.10937,-0.0711234,0.0005
2.74269,-0.0299833,0.0005
2.15438,-0.045198,0.0005
2.76157,-0.0822711,0.0005
2.57226,-0.0192858,0.0005
2.31042,-0.0885573,0.0005
2.06247,-0.024034,0.0005
2.78451,-0.00859599,0.0005
2.55934,-0.0697354,0.0005
2.05194,-0.0722948,0.0005
2.47036,-0.0338082,0.0005
2.95756,-0.0902806,0.0005
2.65067,-0.0817187,0.0005
2.69257,-0.0716731,0.0005
2.13015,-0.0532046,0.0005
2.94776,-0.0811625,0.0005
2.26763,-0.0313876,0.0005
2.84105,-0.059296,0.0005
2.3585,-0.00580083,0.0005
2.20143,-0.0905198,0.0005
2.0771,-0.04852,0.0005
2.7863,-0.0592914,0.0005
2.12144,-0.0554612,0.0005
2.58112,-0.0203594,0.0005
2.91586,-0.0979764,0.0005
2.813,-0.00345317,0.0005
2.38643,-0.050548,0.0005
2.8677,-0.049149,0.0005
2.29691,-0.0720331,0.0005
2.11868,-0.0723637,0.0005
2.41688,-0.0890545,0.0005
2.31694,-0.0277497,0.0005
2.89016,-0.0643123,0.0005
2.69948,-0.0427253,0.0005
2.54835,-0.0965356,0.0005
2.30043,-0.032326,0.0005
2.83869,-0.0915302,0.0005
2.02518,-0.0491441,0.0005
2.00455,-0.0335097,0.0005
2.63072,-0.0209211,0.0005
2.41127,-0.0826027,0.0005
2.29894,-0.0785979,0.0005
2.1534,-0.074367,0.0005
2.27285,-0.0353642,0.0005
2.18764,-0.066048,0.0005
2.6318,-0.0217828,0.0005
2.97182,-0.0290092,0.0005
2.29615,-0.0320506,0.0005
2.76155,-0.0923841,0.0005
2.4889,-0.0446682,0.0005
2.84912,-0.0672636,0.0005
2.26061,-0.0237126,0.0005
2.11474,-0.0122578,0.0005
2.28667,-0.0725785,0.0005
2.92242,-0.0125372,0.0005
2.96158,-0.00432198,0.0005
2.05257,-0.0638098,0.0005
2.31231,-0.0977454,0.0005
2.24666,-0.04202,0.0005
2.2973,-0.0970708,0.0005
2.99135,-0.0840542,0.0005
2.84943,-0.0358537,0.0005
2.28103,-0.0810841,0.0005
2.81037,-0.0499391,0.0005
2.71927,-0.0127565,0.0005
2.07212,-0.0242611,0.0005
2.34586,-0.017042,0.0005
2.63689,-0.0964075,0.0005
2.30506,-0.0537728,0.0005
2.28748,-0.0413886,0.0005
2.21202,-0.0955157,0.0005
2.01289,-0.0117918,0.0005
2.7263,-0.0174492,0.0005
2.66832,-0.000573931,0.0005
2.93766,-0.050484,0.0005
2.67464,-0.0296681,0.0005
2.85627,-0.00100268,0.0005
2.55698,-0.0592393,0.0005
2.71742,-0.0290304,0.0005
2.75219,-0.0564077,0.0005
2.42149,-0.0806077,0.0005
2.24343,-0.0843806,0.0005
2.87266,-0.0989573,0.0005
2.44951,-0.0941062,0.0005
2.4351,-0.0231549,0.0005
2.41458,-0.0947029,0.0005
2.66654,-0.088716,0.0005
2.64485,-0.0582444,0.0005
2.25609,-0.0630954,0.0005
2.04663,-0.00796014,0.0005
2.22468,-0.0742084,0.0005
2.54285,-0.0608789,0.0005
2.65112,-0.063003,0.0005
2.8634,-0.0152095,0.0005
2.11589,-0.068508,0.0005
2.85984,-0.0210559,0.0005
2.54934,-0.0102253,0.0005
2.75008,-0.0922721,0.0005
2.97784,-0.0734053,0.0005
2.83413,-0.0262229,0.0005
2.03467,-0.0532544,0.0005
2.25288,-0.0474015,0.0005
2.65302,-0.0210896,0.0005
2.82512,-0.0224264,0.0005
2.01098,-0.0912263,0.0005
2.55166,-0.0594144,0.0005
2.50722,-0.0663838,0.0005
2.96139,-0.00857589,0.0005
2.5644,-0.0983719,0.0005
2.5437,-0.00972533,0.0005
2.05631,-0.0496467,0.0005
2.19088,-0.0308618,0.0005
2.99594,-0.056797,0.0005
2.1246,-0.037575,0.0005
2.55072,-0.0260432,0.0005
2.15751,-0.0602679,0.0005
2.80201,-0.00695792,0.0005
2.81903,-0.0899687,0.0005
2.98318,-0.0118992,0.0005
2.59086,-0.0261779,0.0005
2.20261,-0.0408064,0.0005
2.48201,-0.01015,0.0005
2.74098,-0.0199205,0.0005
2.85575,-0.0757374,0.0005
2.75729,-0.0460824,0.0005
2.01999,-0.0573603,0.0005
2.88818,-0.0881862,0.0005
2.11167,-0.0570677,0.0005
2.80643,-0.0432553,0.0005
2.22135,-0.0347647,0.0005
2.71796,-0.0219431,0.0005
2.10146,-0.00912696,0.0005
2.12706,-0.0831652,0.0005
2.27617,-0.0725602,0.0005
2.2561,-0.0614832,0.0005
2.71075,-0.012565,0.0005
2.79657,-0.0781647,0.0005
2.10065,-0.0352755,0.0005
2.22485,-0.0252756,0.0005
2.95819,-0.0360822,0.0005
2.72019,-0.00726754,0.0005
2.11921,-0.0315989,0.0005
2.1564,-0.0291011,0.0005
2.58666,-0.0081199,0.0005
2.43463,-0.0405495,0.0005
2.47572,-0.0212854,0.0005
2.2691,-0.0173716,0.0005
2.87369,-0.0410495,0.0005
2.12502,-0.0217554,0.0005
2.62718,-0.0637172,0.0005
2.87232,-0.0584377,0.0005
2.74873,-0.0909805,0.0005
2.53814,-0.0349788,0.0005
2.94109,-0.0356743,0.0005
2.4785,-0.0586938,0.0005
2.24727,-0.095176,0.0005
2.14501,-0.086509,0.0005
2.71866,-0.0564073,0.0005
2.52999,-0.0248704,0.0005
2.16031,-0.0963954,0.0005
2.0694,-0.0821292,0.0005
2.61103,-0.0419731,0.0005
2.95831,-0.0900075,0.0005
2.11875,-0.0433991,0.0005
2.50347,-0.0900179,0.0005
2.26778,-0.046926,0.0005
2.93615,-0.000606984,0.0005
2.58276,-0.011225,0.0005
2.2122,-0.00384829,0.0005
2.83223,-0.0158127,0.0005
2.01483,-0.0864953,0.0005
2.47541,-0.0829973,0.0005
2.23251,-0.0803545,0.0005
2.70663,-0.060756,0.0005
2.58817,-0.0249663,0.0005
2.35763,-0.0616543,0.0005
2.94514,-0.0776899,0.0005
2.16807,-0.0630996,0.0005
2.55333,-0.0186295,0.0005
2.88241,-0.0498491,0.0005
2.84352,-0.0470547,0.0005
2.54834,-0.0408182,0.0005
2.05498,-0.0400878,0.0005
2.96146,-0.0499521,0.0005
2.12797,-0.0104702,0.0005
2.18981,-0.0875786,0.0005
2.42563,-0.0873605,0.0005
2.1298,-0.0789815,0.0005
2.92595,-0.0546507,0.0005
2.93151,-0.0901794,0.0005
2.99053,-0.0227492,0.0005
2.55668,-0.0785951,0.0005
2.1513,-0.0514539,0.0005
2.28482,-0.072486,0.0005
2.652,-0.0816113,0.0005
2.69048,-0.000818246,0.0005
2.24703,-0.0827112,0.0005
2.86643,-0.0740211,0.0005
2.44412,-0.0842654,0.0005
2.96445,-0.0492576,0.0005
2.61039,-0.030429,0.0005
2.35835,-0.042965,0.0005
2.23258,-0.0916667,0.0005
2.47408,-0.00825799,0.0005
2.49326,-0.00217905,0.0005
2.73761,-0.0355978,0.0005
2.8077,-0.00292508,0.0005
2.47694,-0.0127911,0.0005
2.75638,-0.0143894,0.0005
2.54878,-0.042106,0.0005
2.85668,-0.0778362,0.0005
2.84916,-0.000826571,0.0005
2.75543,-0.0350877,0.0005
2.72762,-0.0654696,0.0005
2.75465,-0.0433348,0.0005
2.32025,-0.045123,0.0005
2.90178,-0.00533416,0.0005
2.48578,-0.0963155,0.0005
2.08766,-0.0268369,0.0005
2.32039,-0.0537085,0.0005
2.38271,-0.0700559,0.0005
2.40576,-0.00957838,0.0005
2.16311,-0.0601159,0.0005
2.3208,-0.0668468,0.0005
2.61664,-0.0930367,0.0005
2.18771,-0.0780549,0.0005
2.41887,-0.0317674,0.0005
2.84636,-0.0540862,0.0005
2.75273,-0.0293348,0.0005
2.74285,-0.0333064,0.0005
2.9733,-0.0776421,0.0005
2.53843,-0.0638755,0.0005
2.83225,-0.0848276,0.0005
2.09374,-0.0509456,0.0005
2.49196,-0.0315753,0.0005
2.16498,-0.0967003,0.0005
2.81232,-0.0094617,0.0005
2.24879,-0.0542476,0.0005
2.10974,-0.0374562,0.0005
2.49615,-0.0664055,0.0005
2.43361,-0.0775023,0.0005
2.50226,-0.0758564,0.0005
2.62708,-0.0621563,0.0005
2.17727,-0.0544854,0.0005
2.61708,-0.0333794,0.0005
2.71641,-0.0770736,0.0005
2.08855,-0.0320706,0.0005
2.45946,-0.00572926,0.0005
2.34363,-0.0610112,0.0005
2.43387,-0.0923245,0.0005
2.1641,-0.0702495,0.0005
2.29614,-0.0345062,0.0005
2.79568,-0.0580936,0.0005
2.37523,-0.0626776,0.0005
2.00914,-0.0840055,0.0005
2.34427,-0.0413774,0.0005
2.53097,-0.0858999,0.0005
2.50354,-0.0576642,0.0005
2.61688,-0.00058744,0.0005
2.75866,-0.0039282,0.0005
2.4275,-0.0327671,0.0005
2.66124,-0.0749777,0.0005
2.81582,-0.0532011,0.0005
2.94909,-0.0832608,0.0005
2.67696,-0.0906279,0.0005
2.23506,-0.0010709,0.0005
2.35916,-0.0818823,0.0005
2.53077,-0.00661438,0.0005
2.44295,-0.0947302,0.0005
2.31542,-0.0131025,0.0005
2.31924,-0.0337123,0.0005
2.02239,-0.00283018,0.0005
2.74134,-0.006935,0.0005
2.47798,-0.0964924,0.0005
2.56126,-0.0267877,0.0005
2.34003,-0.0493523,0.0005
2.16677,-0.0937522,0.0005
2.91736,-0.0683018,0.0005
2.11585,-0.0825257,0.0005
2.0252,-0.0417614,0.0005
2.17691,-0.0397317,0.0005
2.01032,-0.0853984,0.0005
2.51433,-0.0161918,0.0005
2.02104,-0.0606097,0.0005
2.23413,-0.00214527,0.0005
2.28694,-0.00323331,0.0005
2.575,-0.0715554,0.0005
2.57339,-0.0782263,0.0005
2.49466,-0.000884764,0.0005
2.61754,-0.0552728,0.0005
2.90873,-0.0899327,0.0005
2.11171,-0.0251065,0.0005
2.44118,-0.0452574,0.0005
2.048,-0.0169069,0.0005
2.27434,-0.00443677,0.0005
2.89827,-0.0806584,0.0005
2.9274,-0.0362172,0.0005
2.22555,-0.0490666,0.0005
2.29937,-0.0239969,0.0005
2.73578,-0.0210839,0.0005
2.02518,-0.0420852,0.0005
2.16708,-0.00172122,0.0005
2.7945,-0.0103772,0.0005
2.96408,-0.0599676,0.0005
